stock,quarter_end,eps,price,pe
MANALIPETC.NS,2025-03-31,0.63,55.74,88.4762
MANALIPETC.NS,2025-06-30,0.83,68.45,82.4699
MANALIPETC.NS,2025-09-30,1.06,64.19,60.5566
MANALIPETC.NS,2025-12-31,3.98,62.84,15.7889
MANALIPETC.NS,2026-03-31,1.69,39.38,23.3018
MANAPPURAM.NS,2023-03-31,4.88,117.18,24.0123
MANAPPURAM.NS,2023-06-30,5.86,126.23,21.541
MANAPPURAM.NS,2023-09-30,6.6,143.7,21.7727
MANAPPURAM.NS,2023-12-31,6.77,165.87,24.5007
MANAPPURAM.NS,2024-03-31,6.63,167.79,25.3077
MANAPPURAM.NS,2024-06-30,6.55,202.73,30.9511
MANAPPURAM.NS,2024-09-30,6.74,197.26,29.2671
MANAPPURAM.NS,2024-12-31,3.33,185.81,55.7988
MANAPPURAM.NS,2025-03-31,-2.26,230.62,-102.0442
MANAPPURAM.NS,2025-06-30,1.63,273.43,167.7485
MANAPPURAM.NS,2025-09-30,2.6,279.37,107.45
MANAPPURAM.NS,2025-12-31,2.85,307.54,107.9088
MANAPPURAM.NS,2026-03-31,4.3,250.7,58.3023
MANINDS.NS,2023-03-31,4.96,91.8,18.5081
MANINDS.NS,2023-06-30,1.87,150.17,80.3048
MANINDS.NS,2023-09-30,6.5,186.45,28.6846
MANINDS.NS,2023-12-31,5.09,285.2,56.0314
MANINDS.NS,2024-03-31,3.73,362.75,97.252
MANINDS.NS,2024-06-30,2.94,413.2,140.5442
MANINDS.NS,2024-09-30,4.92,356.15,72.3882
MANINDS.NS,2024-12-31,5.27,327.6,62.1632
MANINDS.NS,2025-03-31,10.53,266.61,25.3191
MANINDS.NS,2025-06-30,4.11,412.5,100.365
MANINDS.NS,2025-09-30,4.93,364.0,73.8337
MANINDS.NS,2025-12-31,7.34,386.55,52.6635
MANINDS.NS,2026-03-31,6.78,318.35,46.9543
MANINFRA.NS,2023-03-31,2.2,66.3,30.1364
MANINFRA.NS,2023-06-30,2.22,111.25,50.1126
MANINFRA.NS,2023-09-30,1.88,148.8,79.1489
MANINFRA.NS,2023-12-31,2.24,212.52,94.875
MANINFRA.NS,2024-03-31,1.76,200.9,114.1477
MANINFRA.NS,2024-06-30,2.09,192.81,92.2536
MANINFRA.NS,2024-09-30,1.2,187.29,156.075
MANINFRA.NS,2024-12-31,2.23,242.37,108.6861
MANINFRA.NS,2025-03-31,2.05,146.93,71.6732
MANINFRA.NS,2025-06-30,1.44,179.6,124.7222
MANINFRA.NS,2025-09-30,1.37,145.09,105.9051
MANINFRA.NS,2025-12-31,1.16,127.11,109.5776
MANINFRA.NS,2026-03-31,1.06,77.97,73.5566
MANKIND.NS,2023-03-31,7.13,,
MANKIND.NS,2023-06-30,12.15,1706.13,140.4222
MANKIND.NS,2023-09-30,12.51,1794.59,143.4524
MANKIND.NS,2023-12-31,11.33,1981.72,174.9091
MANKIND.NS,2024-03-31,11.76,2299.84,195.5646
MANKIND.NS,2024-06-30,13.39,2128.36,158.9515
MANKIND.NS,2024-09-30,16.31,2519.71,154.4887
MANKIND.NS,2024-12-31,9.22,2879.26,312.2842
MANKIND.NS,2025-03-31,10.2,2423.79,237.6265
MANKIND.NS,2025-06-30,10.62,2318.89,218.3512
MANKIND.NS,2025-09-30,12.39,2435.7,196.586
MANKIND.NS,2025-12-31,9.9,2196.5,221.8687
MANKIND.NS,2026-03-31,13.43,2005.8,149.3522
MANORAMA.NS,2024-09-30,4.32,829.8,192.0833
MANORAMA.NS,2024-12-31,5.11,1075.29,210.4286
MANORAMA.NS,2025-03-31,6.72,1060.45,157.8051
MANORAMA.NS,2025-06-30,7.87,1459.98,185.5121
MANORAMA.NS,2025-09-30,9.19,1394.1,151.6975
MANORAMA.NS,2025-12-31,12.1,1335.2,110.3471
MANORAMA.NS,2026-03-31,8.79,1130.0,128.5552
MANYAVAR.NS,2021-09-30,2.2,,
MANYAVAR.NS,2021-12-31,5.27,,
MANYAVAR.NS,2022-03-31,3.65,939.29,257.3397
MANYAVAR.NS,2022-06-30,4.16,938.27,225.5457
MANYAVAR.NS,2022-09-30,2.84,1373.91,483.7711
MANYAVAR.NS,2022-12-31,6.19,1304.96,210.8174
MANYAVAR.NS,2023-03-31,4.48,1110.94,247.9777
MANYAVAR.NS,2023-06-30,3.79,1208.32,318.8179
MANYAVAR.NS,2023-09-30,2.01,1314.8,654.1294
MANYAVAR.NS,2023-12-31,6.49,1245.41,191.8968
MANYAVAR.NS,2024-03-31,4.77,910.06,190.7883
MANYAVAR.NS,2024-06-30,2.57,1032.99,401.9416
MANYAVAR.NS,2024-09-30,2.75,1336.05,485.8364
MAPMYINDIA.NS,2023-03-31,5.22,986.87,189.0556
MAPMYINDIA.NS,2023-06-30,6.0,1198.91,199.8183
MAPMYINDIA.NS,2023-09-30,6.11,1987.64,325.3093
MAPMYINDIA.NS,2023-12-31,5.69,1938.46,340.6784
MAPMYINDIA.NS,2024-03-31,7.02,1857.44,264.5926
MAPMYINDIA.NS,2024-06-30,6.62,2293.28,346.4169
MAPMYINDIA.NS,2024-09-30,5.58,2165.82,388.1398
MAPMYINDIA.NS,2024-12-31,5.96,1585.85,266.0822
MAPMYINDIA.NS,2025-03-31,8.93,1686.06,188.8085
MAPMYINDIA.NS,2025-06-30,8.47,1756.27,207.3518
MAPMYINDIA.NS,2025-09-30,3.38,1649.3,487.9586
MAPMYINDIA.NS,2025-12-31,3.43,1727.2,503.5569
MAPMYINDIA.NS,2026-03-31,9.27,801.1,86.4186
MARATHON.NS,2023-03-31,3.5,274.9,78.5429
MARATHON.NS,2023-06-30,9.11,315.98,34.685
MARATHON.NS,2023-09-30,7.29,452.31,62.0453
MARATHON.NS,2023-12-31,9.8,415.82,42.4306
MARATHON.NS,2024-03-31,7.78,510.93,65.6722
MARATHON.NS,2024-06-30,7.22,573.93,79.4917
MARATHON.NS,2024-09-30,9.46,697.65,73.7474
MARATHON.NS,2024-12-31,9.35,583.88,62.4471
MARATHON.NS,2025-03-31,10.41,517.08,49.6715
MARATHON.NS,2025-06-30,11.69,651.57,55.7374
MARATHON.NS,2025-09-30,9.8,590.15,60.2194
MARATHON.NS,2025-12-31,4.8,556.05,115.8438
MARATHON.NS,2026-03-31,6.63,380.85,57.4434
MARICO.NS,2023-03-31,2.34,464.01,198.2949
MARICO.NS,2023-06-30,3.3,513.48,155.6
MARICO.NS,2023-09-30,2.73,543.17,198.9634
MARICO.NS,2023-12-31,2.96,533.45,180.2196
MARICO.NS,2024-03-31,2.46,489.69,199.061
MARICO.NS,2024-06-30,3.58,603.74,168.6425
MARICO.NS,2024-09-30,3.27,684.9,209.4495
MARICO.NS,2024-12-31,3.08,629.84,204.4935
MARICO.NS,2025-03-31,2.65,645.22,243.4792
MARICO.NS,2025-06-30,3.89,715.23,183.8638
MARICO.NS,2025-09-30,3.24,697.4,215.2469
MARICO.NS,2025-12-31,3.44,750.6,218.1977
MARICO.NS,2026-03-31,3.01,735.95,244.5017
MARINE.NS,2023-03-31,0.33,35.76,108.3636
MARINE.NS,2023-06-30,0.28,48.93,174.75
MARINE.NS,2023-09-30,0.37,57.91,156.5135
MARINE.NS,2023-12-31,0.38,101.35,266.7105
MARINE.NS,2024-03-31,0.96,89.98,93.7292
MARINE.NS,2024-06-30,0.54,155.77,288.463
MARINE.NS,2024-09-30,0.92,220.06,239.1957
MARINE.NS,2024-12-31,0.38,257.55,677.7632
MARINE.NS,2025-03-31,0.97,156.74,161.5876
MARINE.NS,2025-06-30,0.84,213.11,253.7024
MARINE.NS,2025-09-30,1.2,214.06,178.3833
MARINE.NS,2025-12-31,0.85,216.29,254.4588
MARINE.NS,2026-03-31,1.32,151.7,114.9242
MARKSANS.NS,2023-03-31,1.81,69.62,38.4641
MARKSANS.NS,2023-06-30,1.52,90.69,59.6645
MARKSANS.NS,2023-09-30,1.84,109.44,59.4783
MARKSANS.NS,2023-12-31,1.84,160.21,87.0707
MARKSANS.NS,2024-03-31,1.73,151.06,87.3179
MARKSANS.NS,2024-06-30,1.96,158.16,80.6939
MARKSANS.NS,2024-09-30,2.13,296.85,139.3662
MARKSANS.NS,2024-12-31,2.31,295.61,127.9697
MARKSANS.NS,2025-03-31,2.0,221.69,110.845
MARKSANS.NS,2025-06-30,1.29,260.58,202.0
MARKSANS.NS,2025-09-30,2.17,165.04,76.0553
MARKSANS.NS,2025-12-31,2.5,180.29,72.116
MARKSANS.NS,2026-03-31,3.27,156.89,47.9786
MARSONS.NS,2018-09-30,-7.92,,
MARSONS.NS,2018-12-31,0.32,,
MARSONS.NS,2019-03-31,0.12,,
MARSONS.NS,2023-12-31,0.01,,
MARSONS.NS,2024-03-31,0.03,,
MARSONS.NS,2024-06-30,0.3,,
MARSONS.NS,2024-09-30,0.43,,
MARSONS.NS,2024-12-31,0.37,,
MARSONS.NS,2025-03-31,0.52,,
MARSONS.NS,2025-06-30,0.47,,
MARSONS.NS,2025-09-30,0.53,,
MARSONS.NS,2025-12-31,0.38,,
MARSONS.NS,2026-03-31,1.31,122.97,93.8702
MARUTI.NS,2023-03-31,88.97,8050.84,90.4894
MARUTI.NS,2023-06-30,84.18,9504.18,112.9031
MARUTI.NS,2023-09-30,125.34,10398.77,82.9645
MARUTI.NS,2023-12-31,102.0,10096.67,98.987
MARUTI.NS,2024-03-31,125.71,12348.79,98.2324
MARUTI.NS,2024-06-30,119.58,11793.6,98.6252
MARUTI.NS,2024-09-30,98.68,13096.25,132.7143
MARUTI.NS,2024-12-31,118.54,10742.13,90.6203
MARUTI.NS,2025-03-31,124.4,11398.78,91.6301
MARUTI.NS,2025-06-30,120.62,12267.23,101.7015
MARUTI.NS,2025-09-30,106.52,16029.0,150.4788
MARUTI.NS,2025-12-31,123.38,16697.0,135.3299
MARUTI.NS,2026-03-31,116.38,12306.0,105.7398
MASFIN.NS,2023-03-31,3.43,262.55,76.5452
MASFIN.NS,2023-06-30,3.47,254.67,73.3919
MASFIN.NS,2023-09-30,3.73,296.55,79.504
MASFIN.NS,2023-12-31,3.88,285.59,73.6057
MASFIN.NS,2024-03-31,4.23,280.97,66.4232
MASFIN.NS,2024-06-30,3.95,290.7,73.5949
MASFIN.NS,2024-09-30,4.23,289.05,68.3333
MASFIN.NS,2024-12-31,4.38,272.52,62.2192
MASFIN.NS,2025-03-31,4.54,244.55,53.8656
MASFIN.NS,2025-06-30,4.71,306.15,65.0
MASFIN.NS,2025-09-30,4.98,300.71,60.3835
MASFIN.NS,2025-12-31,5.08,322.33,63.4508
MASFIN.NS,2026-03-31,5.68,279.65,49.2342
MASTEK.NS,2023-03-31,23.77,1502.89,63.2263
MASTEK.NS,2023-06-30,22.91,1895.44,82.7342
MASTEK.NS,2023-09-30,20.5,2352.01,114.7322
MASTEK.NS,2023-12-31,24.56,2761.84,112.4528
MASTEK.NS,2024-03-31,29.85,2499.17,83.7243
MASTEK.NS,2024-06-30,23.18,2679.12,115.5789
MASTEK.NS,2024-09-30,41.68,2565.87,61.5612
MASTEK.NS,2024-12-31,30.67,2939.7,95.8494
MASTEK.NS,2025-03-31,26.2,2158.68,82.3924
MASTEK.NS,2025-06-30,29.75,2415.56,81.1953
MASTEK.NS,2025-09-30,31.46,2184.55,69.439
MASTEK.NS,2025-12-31,34.96,2042.81,58.4328
MASTEK.NS,2026-03-31,34.24,1342.2,39.1998
MASTERTR.NS,2023-03-31,1.53,,
MASTERTR.NS,2023-06-30,1.76,,
MASTERTR.NS,2023-09-30,2.14,,
MASTERTR.NS,2023-12-31,2.55,,
MASTERTR.NS,2024-03-31,3.48,,
MASTERTR.NS,2024-06-30,3.14,,
MASTERTR.NS,2024-09-30,3.28,,
MASTERTR.NS,2024-12-31,3.13,164.39,52.5208
MASTERTR.NS,2025-03-31,2.19,126.12,57.589
MASTERTR.NS,2025-06-30,2.41,141.11,58.5519
MASTERTR.NS,2025-09-30,2.55,144.28,56.5804
MASTERTR.NS,2025-12-31,2.56,118.94,46.4609
MASTERTR.NS,2026-03-31,2.93,56.34,19.2287
MATRIMONY.NS,2023-03-31,5.12,494.1,96.5039
MATRIMONY.NS,2023-06-30,6.37,613.81,96.3595
MATRIMONY.NS,2023-09-30,5.63,577.89,102.6448
MATRIMONY.NS,2023-12-31,4.99,564.78,113.1824
MATRIMONY.NS,2024-03-31,5.27,512.36,97.222
MATRIMONY.NS,2024-06-30,6.28,608.14,96.8376
MATRIMONY.NS,2024-09-30,5.91,741.21,125.4162
MATRIMONY.NS,2024-12-31,4.62,655.05,141.7857
MATRIMONY.NS,2025-03-31,3.79,505.85,133.4697
MATRIMONY.NS,2025-06-30,3.9,516.94,132.5487
MATRIMONY.NS,2025-09-30,3.6,552.1,153.3611
MATRIMONY.NS,2025-12-31,3.85,532.0,138.1818
MATRIMONY.NS,2026-03-31,4.7,426.0,90.6383
MAXESTATES.NS,2023-09-30,0.01,,
MAXESTATES.NS,2023-12-31,-0.21,310.3,-1477.619
MAXESTATES.NS,2024-03-31,-0.1,275.9,-2759.0
MAXESTATES.NS,2024-06-30,0.11,464.65,4224.0909
MAXESTATES.NS,2024-09-30,0.13,617.75,4751.9231
MAXESTATES.NS,2024-12-31,1.23,567.3,461.2195
MAXESTATES.NS,2025-03-31,1.08,389.2,360.3704
MAXESTATES.NS,2025-06-30,0.71,500.3,704.6479
MAXESTATES.NS,2025-09-30,0.45,465.3,1034.0
MAXESTATES.NS,2025-12-31,-0.07,450.1,-6430.0
MAXESTATES.NS,2026-03-31,-0.31,308.75,-995.9677
MAXHEALTH.NS,2023-03-31,2.58,439.1,170.1938
MAXHEALTH.NS,2023-06-30,2.47,596.73,241.5911
MAXHEALTH.NS,2023-09-30,2.85,565.77,198.5158
MAXHEALTH.NS,2023-12-31,2.98,684.27,229.6208
MAXHEALTH.NS,2024-03-31,2.59,817.54,315.6525
MAXHEALTH.NS,2024-06-30,2.43,937.94,385.9835
MAXHEALTH.NS,2024-09-30,2.9,984.61,339.5207
MAXHEALTH.NS,2024-12-31,2.46,1126.85,458.0691
MAXHEALTH.NS,2025-03-31,3.28,1095.69,334.0518
MAXHEALTH.NS,2025-06-30,3.17,1274.53,402.0599
MAXHEALTH.NS,2025-09-30,5.05,1114.7,220.7327
MAXHEALTH.NS,2025-12-31,3.09,1045.1,338.2201
MAXHEALTH.NS,2026-03-31,3.52,962.3,273.3807
MAXIND.NS,2023-03-31,-0.82,81.45,-99.3293
MAXIND.NS,2023-06-30,-2.38,119.0,-50.0
MAXIND.NS,2023-09-30,-0.91,141.6,-155.6044
MAXIND.NS,2023-12-31,-3.48,163.2,-46.8966
MAXIND.NS,2024-03-31,-4.2,202.1,-48.119
MAXIND.NS,2024-06-30,-5.25,293.35,-55.8762
MAXIND.NS,2024-09-30,-4.42,256.5,-58.0317
MAXIND.NS,2024-12-31,-8.68,271.62,-31.2926
MAXIND.NS,2025-03-31,-8.88,184.48,-20.7748
MAXIND.NS,2025-06-30,-4.91,188.38,-38.3666
MAXIND.NS,2025-09-30,-6.52,213.81,-32.7929
MAXIND.NS,2025-12-31,-8.17,184.38,-22.5679
MAXIND.NS,2026-03-31,-3.67,122.85,-33.4741
MAYURUNIQ.NS,2023-03-31,5.32,412.88,77.609
MAYURUNIQ.NS,2023-06-30,6.95,510.83,73.5007
MAYURUNIQ.NS,2023-09-30,7.38,509.51,69.0393
MAYURUNIQ.NS,2023-12-31,6.21,555.92,89.5201
MAYURUNIQ.NS,2024-03-31,7.33,449.53,61.3274
MAYURUNIQ.NS,2024-06-30,8.5,629.61,74.0718
MAYURUNIQ.NS,2024-09-30,9.17,603.27,65.7874
MAYURUNIQ.NS,2024-12-31,7.04,602.37,85.5639
MAYURUNIQ.NS,2025-03-31,9.55,468.85,49.0942
MAYURUNIQ.NS,2025-06-30,9.37,554.91,59.222
MAYURUNIQ.NS,2025-09-30,9.4,506.95,53.9309
MAYURUNIQ.NS,2025-12-31,11.67,495.3,42.4422
MAYURUNIQ.NS,2026-03-31,13.68,494.35,36.1367
MAZDOCK.NS,2023-03-31,8.09,322.7,39.8888
MAZDOCK.NS,2023-06-30,7.79,606.61,77.8703
MAZDOCK.NS,2023-09-30,8.25,1070.26,129.7285
MAZDOCK.NS,2023-12-31,15.54,1122.31,72.2207
MAZDOCK.NS,2024-03-31,16.43,917.23,55.8265
MAZDOCK.NS,2024-06-30,17.26,2106.68,122.0556
MAZDOCK.NS,2024-09-30,14.5,2087.46,143.9628
MAZDOCK.NS,2024-12-31,20.01,2211.53,110.5212
MAZDOCK.NS,2025-03-31,8.06,2624.49,325.6191
MAZDOCK.NS,2025-06-30,11.21,3224.23,287.6209
MAZDOCK.NS,2025-09-30,18.58,2746.91,147.8423
MAZDOCK.NS,2025-12-31,21.81,2482.47,113.8226
MAZDOCK.NS,2026-03-31,16.84,2065.2,122.6366
MBEL.NS,2024-06-30,1.39,,
MBEL.NS,2024-09-30,4.77,,
MBEL.NS,2024-12-31,3.55,,
MBEL.NS,2025-03-31,5.7,,
MBEL.NS,2025-06-30,3.59,,
MBEL.NS,2025-09-30,3.88,383.25,98.7758
MBEL.NS,2025-12-31,4.46,382.95,85.8632
MBEL.NS,2026-03-31,4.72,226.45,47.9767
MCLOUD.NS,2023-03-31,0.31,,
MCLOUD.NS,2023-06-30,0.33,,
MCLOUD.NS,2023-09-30,0.38,,
MCLOUD.NS,2023-12-31,0.39,,
MCLOUD.NS,2024-03-31,0.67,,
MCLOUD.NS,2024-06-30,0.45,,
MCLOUD.NS,2024-09-30,0.42,,
MCLOUD.NS,2024-12-31,0.5,,
MCLOUD.NS,2025-03-31,0.38,61.83,162.7105
MCLOUD.NS,2025-06-30,0.47,74.83,159.2128
MCLOUD.NS,2025-09-30,0.48,77.01,160.4375
MCLOUD.NS,2025-12-31,0.5,26.0,52.0
MCLOUD.NS,2026-03-31,0.5,19.79,39.58
MCX.NS,2023-03-31,0.21,298.5,1421.4286
MCX.NS,2023-06-30,0.77,295.33,383.5455
MCX.NS,2023-09-30,-0.75,407.84,-543.7867
MCX.NS,2023-12-31,-0.21,636.7,-3031.9048
MCX.NS,2024-03-31,3.45,666.49,193.1855
MCX.NS,2024-06-30,4.35,780.77,179.4874
MCX.NS,2024-09-30,6.02,1127.75,187.3339
MCX.NS,2024-12-31,6.28,1242.08,197.7834
MCX.NS,2025-03-31,5.31,1058.31,199.3051
MCX.NS,2025-06-30,7.97,1781.99,223.5872
MCX.NS,2025-09-30,7.74,1559.2,201.447
MCX.NS,2025-12-31,15.73,2227.2,141.5893
MCX.NS,2026-03-31,20.78,2389.4,114.9856
MEDANTA.NS,2023-03-31,3.77,526.76,139.7241
MEDANTA.NS,2023-06-30,3.8,659.01,173.4237
MEDANTA.NS,2023-09-30,4.66,715.79,153.603
MEDANTA.NS,2023-12-31,4.61,958.8,207.9826
MEDANTA.NS,2024-03-31,4.74,1320.67,278.6224
MEDANTA.NS,2024-06-30,3.96,1307.83,330.2601
MEDANTA.NS,2024-09-30,4.87,1022.18,209.8932
MEDANTA.NS,2024-12-31,5.32,1078.11,202.6523
MEDANTA.NS,2025-03-31,3.78,1197.87,316.8968
MEDANTA.NS,2025-06-30,5.92,1136.39,191.9578
MEDANTA.NS,2025-09-30,5.89,1314.0,223.09
MEDANTA.NS,2025-12-31,3.54,1186.4,335.1412
MEDANTA.NS,2026-03-31,5.36,961.1,179.3097
MEDIASSIST.NS,2022-12-31,3.13,,
MEDIASSIST.NS,2023-03-31,2.3,,
MEDIASSIST.NS,2023-06-30,2.58,,
MEDIASSIST.NS,2023-12-31,2.98,,
MEDIASSIST.NS,2024-03-31,3.58,502.58,140.3855
MEDIASSIST.NS,2024-06-30,2.68,545.92,203.7015
MEDIASSIST.NS,2024-09-30,2.99,659.75,220.6522
MEDIASSIST.NS,2024-12-31,4.19,576.6,137.6134
MEDIASSIST.NS,2025-03-31,3.05,455.1,149.2131
MEDIASSIST.NS,2025-06-30,3.18,532.4,167.4214
MEDIASSIST.NS,2025-09-30,1.13,521.45,461.4602
MEDIASSIST.NS,2025-12-31,0.56,459.45,820.4464
MEDIASSIST.NS,2026-03-31,7.16,296.75,41.4455
MEDPLUS.NS,2023-03-31,2.23,649.7,291.3453
MEDPLUS.NS,2023-06-30,0.32,774.9,2421.5625
MEDPLUS.NS,2023-09-30,1.22,768.85,630.2049
MEDPLUS.NS,2023-12-31,1.15,750.75,652.8261
MEDPLUS.NS,2024-03-31,2.79,687.85,246.5412
MEDPLUS.NS,2024-06-30,1.2,682.45,568.7083
MEDPLUS.NS,2024-09-30,3.24,670.75,207.0216
MEDPLUS.NS,2024-12-31,3.83,830.85,216.9321
MEDPLUS.NS,2025-03-31,4.29,760.0,177.1562
MEDPLUS.NS,2025-06-30,3.54,904.5,255.5085
MEDPLUS.NS,2025-09-30,4.63,757.45,163.5961
MEDPLUS.NS,2025-12-31,4.82,807.3,167.4896
MEDPLUS.NS,2026-03-31,5.33,839.9,157.5797
MENONBE.NS,2023-03-31,1.62,92.01,56.7963
MENONBE.NS,2023-06-30,1.29,130.17,100.907
MENONBE.NS,2023-09-30,1.07,138.5,129.4393
MENONBE.NS,2023-12-31,0.98,133.26,135.9796
MENONBE.NS,2024-03-31,1.0,108.85,108.85
MENONBE.NS,2024-06-30,1.1,136.09,123.7182
MENONBE.NS,2024-09-30,1.2,128.28,106.9
MENONBE.NS,2024-12-31,0.98,116.92,119.3061
MENONBE.NS,2025-03-31,1.18,88.61,75.0932
MENONBE.NS,2025-06-30,1.5,122.35,81.5667
MENONBE.NS,2025-09-30,1.21,128.24,105.9835
MENONBE.NS,2025-12-31,1.65,106.94,64.8121
MENONBE.NS,2026-03-31,2.46,102.65,41.7276
MERCURYEV.NS,2023-03-31,0.02,,
MERCURYEV.NS,2023-06-30,0.04,,
MERCURYEV.NS,2023-09-30,0.04,,
MERCURYEV.NS,2023-12-31,0.03,,
MERCURYEV.NS,2024-03-31,0.01,,
MERCURYEV.NS,2024-06-30,0.03,,
MERCURYEV.NS,2024-09-30,0.09,,
MERCURYEV.NS,2024-12-31,0.23,,
MERCURYEV.NS,2025-03-31,0.08,,
MERCURYEV.NS,2025-06-30,0.07,,
MERCURYEV.NS,2025-09-30,0.09,,
MERCURYEV.NS,2025-12-31,0.05,,
MERCURYEV.NS,2026-03-31,0.02,,
METROBRAND.NS,2023-03-31,2.52,774.19,307.2183
METROBRAND.NS,2023-06-30,3.42,912.39,266.7807
METROBRAND.NS,2023-09-30,2.45,1098.83,448.502
METROBRAND.NS,2023-12-31,3.6,1241.23,344.7861
METROBRAND.NS,2024-03-31,5.71,1128.54,197.6427
METROBRAND.NS,2024-06-30,3.37,1201.45,356.5134
METROBRAND.NS,2024-09-30,2.56,1249.77,488.1914
METROBRAND.NS,2024-12-31,3.48,1192.17,342.5776
METROBRAND.NS,2025-03-31,3.48,1008.25,289.727
METROBRAND.NS,2025-06-30,3.62,1144.47,316.1519
METROBRAND.NS,2025-09-30,2.49,1286.62,516.7149
METROBRAND.NS,2025-12-31,4.71,1203.65,255.552
METROBRAND.NS,2026-03-31,4.28,896.1,209.3692
METROPOLIS.NS,2023-03-31,1.63,310.04,190.2086
METROPOLIS.NS,2023-06-30,1.41,370.84,263.0071
METROPOLIS.NS,2023-09-30,1.73,362.57,209.578
METROPOLIS.NS,2023-12-31,1.33,417.85,314.1729
METROPOLIS.NS,2024-03-31,1.78,429.16,241.1011
METROPOLIS.NS,2024-06-30,1.85,492.52,266.227
METROPOLIS.NS,2024-09-30,2.27,545.8,240.4405
METROPOLIS.NS,2024-12-31,1.53,517.07,337.9542
METROPOLIS.NS,2025-03-31,1.41,389.56,276.2837
METROPOLIS.NS,2025-06-30,2.17,424.83,195.7742
METROPOLIS.NS,2025-09-30,2.54,506.95,199.5866
METROPOLIS.NS,2025-12-31,2.0,481.27,240.635
METROPOLIS.NS,2026-03-31,2.46,433.14,176.0732
MFSL.NS,2023-03-31,1.33,635.0,477.4436
MFSL.NS,2023-06-30,2.54,810.85,319.2323
MFSL.NS,2023-09-30,4.29,909.75,212.0629
MFSL.NS,2023-12-31,4.3,954.3,221.9302
MFSL.NS,2024-03-31,-1.28,1002.2,-782.9688
MFSL.NS,2024-06-30,3.69,971.7,263.3333
MFSL.NS,2024-09-30,3.26,1191.0,365.3374
MFSL.NS,2024-12-31,1.62,1113.9,687.5926
MFSL.NS,2025-03-31,0.91,1147.7,1261.2088
MFSL.NS,2025-06-30,2.02,1647.1,815.396
MFSL.NS,2025-09-30,0.12,1575.9,13132.5
MFSL.NS,2025-12-31,1.06,1671.8,1577.1698
MFSL.NS,2026-03-31,-0.76,1490.7,-1961.4474
MGL.NS,2023-03-31,27.21,919.78,33.803
MGL.NS,2023-06-30,37.3,980.61,26.2898
MGL.NS,2023-09-30,34.27,977.71,28.5296
MGL.NS,2023-12-31,32.11,1140.82,35.5285
MGL.NS,2024-03-31,26.38,1306.86,49.5398
MGL.NS,2024-06-30,29.24,1529.95,52.3239
MGL.NS,2024-09-30,29.03,1877.93,64.6893
MGL.NS,2024-12-31,22.4,1243.05,55.4933
MGL.NS,2025-03-31,25.01,1354.13,54.1435
MGL.NS,2025-06-30,32.26,1448.1,44.8884
MGL.NS,2025-09-30,19.37,1281.62,66.1652
MGL.NS,2025-12-31,20.36,1124.28,55.22
MGL.NS,2026-03-31,13.15,927.7,70.5475
MHRIL.NS,2023-03-31,2.8,269.85,96.375
MHRIL.NS,2023-06-30,0.01,300.05,30005.0
MHRIL.NS,2023-09-30,1.06,396.1,373.6792
MHRIL.NS,2023-12-31,0.58,379.0,653.4483
MHRIL.NS,2024-03-31,4.08,392.25,96.1397
MHRIL.NS,2024-06-30,0.29,454.9,1568.6207
MHRIL.NS,2024-09-30,0.68,390.05,573.6029
MHRIL.NS,2024-12-31,1.72,357.6,207.907
MHRIL.NS,2025-03-31,3.62,284.95,78.7155
MHRIL.NS,2025-06-30,0.39,337.65,865.7692
MHRIL.NS,2025-09-30,0.88,352.8,400.9091
MHRIL.NS,2025-12-31,0.11,309.2,2810.9091
MHRIL.NS,2026-03-31,2.06,226.2,109.8058
MICEL.NS,2023-03-31,0.11,11.85,107.7273
MICEL.NS,2023-06-30,0.06,23.25,387.5
MICEL.NS,2023-09-30,0.39,25.9,66.4103
MICEL.NS,2023-12-31,0.12,33.8,281.6667
MICEL.NS,2024-03-31,2.24,39.5,17.6339
MICEL.NS,2024-06-30,0.08,82.24,1028.0
MICEL.NS,2024-09-30,0.09,97.61,1084.5556
MICEL.NS,2024-12-31,0.09,84.65,940.5556
MICEL.NS,2025-03-31,0.15,53.01,353.4
MICEL.NS,2025-06-30,0.07,53.83,769.0
